OBJECTID,LOC_ID,FAC_TYP,FAC_SVC,PUB_PKG,SPACE_NO,COMMENTS,RESERV,FEE,HRLY_RATE,DLY_MAX,TM_LMT,RATE_NOTES,MO_RATE,MO_RATE_NOTES,VAL,VAL_TM,VAL_NOTES,NGHT_WKND_RATE,NGHT_WKND_RATE_NOTES,EVENT_FEE,EVENT_NOTES,HTL_FREE,GUEST_RATE,LOT_CTRL,OWN,PKG_OP,CLV_ENF,USE_TYP,MTR_LOT_NUM,LAST_UPDATE,LAST_EDITOR,SHAPE_Length,SHAPE_Area,RV TAG,Report No,SIDE,TIME_LIMIT,DAYS,LOT,ZONE_TYPE,HOURS,LMT_DISPLAY,FLAG,Fiscal year,Location 1
519,525,Surface,Union Plaza,Y,765,,,Y,5,5,,$20 oversized vehicles,60,,Y,,"$5 refund with casino or Restaraunt validation, Ace, King and Queen players free",,,,,Y,,,,In House,N,Gaming,,08/05/2014 12:00:00 AM,DPozdol,2896.19393267043,283205.875144829,,,,,,,,,,,2017,"222 S Main St
Las Vegas, Nevada
(36.16953, -115.147747)"
344,348,Surface,Private lot,N,60,,Customers Only,N,,,,,,,N/A,,,,,5,First Friday Only,N/A,,,,,NO,Other,,,,475.281573355102,13692.6786362841,,,,,,,,,,,2017,"201 E Wyoming Ave
Las Vegas, Nevada
(36.152127, -115.15238)"
279,283,Surface,Master Craft,N,3,,Employees,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,199.945847277972,1622.82351593149,,,,,,,,,,,2017,"1300 S Main St
Las Vegas, Nevada
(36.155848, -115.153764)"
57,,Parallel,,,4,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,76.3544237536159,,On Street parking,4,W,4HR,S-S,40,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2016,"200 S. 4th
Las Vegas, Nevada
(36.168581, -115.14256)"
130,132,Gar & Surf,Western Cab,N,65,"Unstriped Lot approx 50 spaces Lot and garage, (Custom cars & Audio) ",Fleet Taxis & Limos,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Other,,,,650.276291049963,16061.0815050983,,,,,,,,,,,2017,"720 S 1st St
Las Vegas, Nevada
(36.16345, -115.150274)"
423,429,Surface,Catholic Charities of Southern Nevada,N,6,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Other,,,,225.184762812109,2940.79630771822,,,,,,,,,,,2017,"924 S Commerce St
Las Vegas, Nevada
(36.161646, -115.15315)"
380,386,Surface,Wedding Chapel - Vegas Wedding,N,59,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,776.726647245376,38829.9258349482,,,,,,,,,,,2017,"1431 S Las Vegas Blvd
Las Vegas, Nevada
(36.153786, -115.150682)"
368,374,Surface,Century Link,N,45,,Employees,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,477.528554011682,13776.2998711376,,,,,,,,,,,2017,"200 S 6th St
Las Vegas, Nevada
(36.167302, -115.14046)"
317,321,Surface,Former FBI Building,N,68,Empty Building - Lease 792-3440,,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Other,,,,1326.09439279806,35001.2082799574,,,,,,,,,,,2017,"700 E Charleston Blvd
Las Vegas, Nevada
(36.15884, -115.144384)"
348,352,Surface,Rebel Adventures / Apartments,N,14,,Employees & Residents,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Mixed Use,,,,415.463483681951,10759.6734403643,,,,,,,,,,,2017,"208 N 8th St
Las Vegas, Nevada
(36.169124, -115.136393)"
258,262,Surface,The Firm Customers,N,24,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,388.070419103827,7235.80127728974,,,,,,,,,,,2017,"200 E Charleston Blvd
Las Vegas, Nevada
(36.158763, -115.151945)"
558,565,Surface,Cash Exchange,N,21,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,422.726567958099,10286.7943235319,,,,,,,,,,,2017,"618 S Las Vegas Blvd
Las Vegas, Nevada
(36.162652, -115.145032)"
37,37,Surface,Eriks Auto,N,18,,Customers,N,,,,,,,N/A,,,,,,,N/A,,None,,,NO,Retail,,,,307.757996873306,5819.51577135403,,,,,,,,,,,2017,"1401 S Main St
Las Vegas, Nevada
(36.154544, -115.153872)"
40,,Parallel,,,8,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/07/2015 12:00:00 AM,JHillhouse,302.510192988198,,On Street parking,4,E,4HR,M-F,24,Premium Weekdays,8am-6pm,"4HR, M-F 8am-6pm",Existing,2017,"400 S. 3rd
Las Vegas, Nevada
(36.166333, -115.145478)"
107,109,Surface,Vacant Building,N,8,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Other,,,,231.78131789417,3233.83693916807,,,,,,,,,,,2017,"502 S 9th St
Las Vegas, Nevada
(36.16237, -115.139316)"
320,324,Surface,Hotel,N,39,,Guests,N,,,,,,,N/A,,,,,,,N/A,,None,,,NO,Hotel,,,,905.504924489176,24301.8978064484,,,,,,,,,,,2017,"1239 S Las Vegas Blvd
Las Vegas, Nevada
(36.155793, -115.149368)"
91,,Parallel,,,11,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,209.98970854726,,On Street parking,4,N,10HR,M-F,62,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"400 E Clark
Las Vegas, Nevada
(36.164712, -115.144023)"
285,289,Surface,Meet,N,56,,Employees,Y,5,,,Flat rate,,,,,,,,,,,,Permit,,N/A,NO,Event,,08/11/2014 12:00:00 AM,DPozdol,531.526915206182,17587.4248622659,,,,,,,,,,,2017,"209 S 4th St
Las Vegas, Nevada
(36.168198, -115.142804)"
307,311,Surface,Asian American Reality,N,13,Unstriped Lot/Parking in Rear,Customers,N,,,,,,,,,,,,,,N/A,,,,,NO,Office,,,,230.970046306006,3234.26413725337,,,,,,,,,,,2017,"617 S 7th St
Las Vegas, Nevada
(36.161863, -115.142577)"
549,555,Surface,Law Office - Bernstein,N,27,,Customer,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,403.639307784216,8641.11753489519,,,,,,,,,,,2017,"508 S 4th St
Las Vegas, Nevada
(36.164614, -115.14515)"
111,,Parallel,,,5,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,113.97115922373,,On Street parking,4,S,10HR,M-F,64,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2016,"200 E Bonneville
Las Vegas, Nevada
(36.164873, -115.147807)"
158,,Angle,,,20,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/21/2015 12:00:00 AM,JHillhouse,300.434107950564,,On Street parking,4,E,10HR,M-F,168,,8am-6pm,"10HR, M-F 8am-6pm",Existing,2016,"200 S. 8th
Las Vegas, Nevada
(36.166321, -115.138159)"
69,,Parallel,,,7,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,02/26/2014 12:00:00 AM,JHillhouse,258.388604900324,,On Street parking,4,N,4HR,S-S,108,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2016,"600 E. Ogden
Las Vegas, Nevada
(36.169883, -115.138749)"
617,624,Surface,Symphony Park,Y,524,,,Y,1,5,,,25,,N,,,,,5,Leasing the lot is available.,NA,,Metered,City of Las Vegas,City of Las Vegas,Y,,170,05/05/2014 12:00:00 AM,JHillhouse,1928.28329106383,224286.669456229,City Parking lots,2,,,,,,,,,2017,"850 W Clark Ave
Las Vegas, Nevada
(36.168198, -115.153791)"
615,622,Surface,Gold Spike Lot,Y,76,,,Y,3,15,,,50,,,,,,,10,Fee varies $10 - $30 depending on event,,,Metered,City of Las Vegas,City of Las Vegas,Y,,162,10/21/2015 12:00:00 AM,JHillhouse,684.790431927105,26517.3709494954,Private Lots-City Run,3,,,,,,,,,2017,"537 E. Ogden
Las Vegas, Nevada
(36.170151, -115.139355)"
212,215,Surface,Law Office - George Bochanis,N,8,Public Access but reserved for customers only.,Customers Only,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,176.374770197471,1918.83689698427,,,,,,,,,,,2017,"631 S 9th St
Las Vegas, Nevada
(36.160505, -115.140532)"
3,,Parallel,,,8,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,221.34430654296,,On Street parking,4,S,10HR,M-F,302,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2016,"500 Hoover
Las Vegas, Nevada
(36.159901, -115.146695)"
505,511,Surface,Main Street Station Casino,Y,63,,Customers,Y,3,,,per day refunded inside,,,Y,,,,,5,per day refunded inside,,,,,N/A,NO,Gaming,,09/22/2014 12:00:00 AM,JHillhouse,904.53755997369,43283.6843875215,,,,,,,,,,,2017,"416 N Main St
Las Vegas, Nevada
(36.175818, -115.143745)"
49,49,Surface,2017-07-11T00:00:00,N,9,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Retail,,,,526.076151593256,11818.7136181857,,,,,,,,,,,2017,"30 W Wyoming Ave
Las Vegas, Nevada
(36.152217, -115.155158)"
340,344,Surface,City of the World,N,21,,Employees,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,580.007958116263,20995.8543176456,,,,,,,,,,,2017,"1221 S Casino Center Blvd
Las Vegas, Nevada
(36.156433, -115.152431)"
16,,Parallel,,,9,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,01/03/2017 12:00:00 AM,JHillhouse,317.423241284091,,On Street parking,4,W,4HR,S-S,84,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2017,"100 S. 7th
Las Vegas, Nevada
(36.167652, -115.138786)"
153,156,Surface,Apartments,N,7,,Residents,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Residential,,,,324.431141586134,3527.83072548896,,,,,,,,,,,2017,"345 N 10th St
Las Vegas, Nevada
(36.170772, -115.132704)"
466,472,Surface,Hostel Cat,N,25,Unpaved,Guests,N,,,,,,,N/A,,,,,,,N/A,,None,,,NO,Hotel,,,,630.169566875555,7527.75466286831,,,,,,,,,,,2017,"1232 S Las Vegas Blvd
Las Vegas, Nevada
(36.155593, -115.149664)"
383,389,Surface,Law Office,N,3,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,146.098924795845,1137.67200726908,,,,,,,,,,,2017,"715 S 9th St
Las Vegas, Nevada
(36.159824, -115.140984)"
122,124,Surface,Vacant / Up for lease,N,38,38 to include 5 M/C spaces,New Tenants,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Other,,,,476.418745413262,13760.2862244991,,,,,,,,,,,2017,"401 Garces Ave
Las Vegas, Nevada
(36.162603, -115.14605)"
67,,Parallel,,,10,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,10/21/2015 12:00:00 AM,JHillhouse,292.79892481768,,On Street parking,4,S,10HR,M-F,106,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"700 E. Ogden
Las Vegas, Nevada
(36.169433, -115.137616)"
12,,Angle,,,16,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,01/03/2017 12:00:00 AM,JHillhouse,322.042386202838,,On Street parking,4,E,10HR,M-F,80,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2016,"200 N. 7th
Las Vegas, Nevada
(36.169433, -115.137616)"
76,,Parallel,,,10,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,01/03/2017 12:00:00 AM,JHillhouse,258.274227486372,,On Street parking,4,S,4HR,S-S,111,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2016,"600 E. Carson
Las Vegas, Nevada
(36.16758, -115.140276)"
93,,Parallel,,,3,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,77.432261555712,,On Street parking,4,N,10HR,M-F,65,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"300 E. Bonneville
Las Vegas, Nevada
(36.164413, -115.146727)"
406,412,Surface,Jonny Taco Gym,N,6,,Gym Members,N,,,,,,,N/A,,,,,,,N/A,,None,,,NO,Other,,,,236.703774791619,3431.50778492652,,,,,,,,,,,2017,"9 W Charleston Blvd
Las Vegas, Nevada
(36.15878, -115.15412)"
29,,Parallel,,,10,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,301.541288317547,,On Street parking,4,E,10HR,M-F,99,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2016,"200 S. 6th
Las Vegas, Nevada
(36.167302, -115.14046)"
127,,Parallel,,,6,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,202.698983558719,,On Street parking,4,N,10HR,M-F,127,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2016,"500 Garces
Las Vegas, Nevada
(36.162221, -115.145165)"
10,10,Surface,Nevada First Mortgage,N,16,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,601.484907530577,10546.0559787494,,,,,,,,,,,2017,"915 E Bonneville Ave
Las Vegas, Nevada
(36.161076, -115.139029)"
364,368,Surface,601 Fremont St.,N,68,"Undeveloped, Used by Fremont Street Valet on Weekends",,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Bar/Rest,,,,805.594796014808,36831.1591746161,,,,,,,,,,,2017,"601 Fremont St
Las Vegas, Nevada
(36.168657, -115.13933)"
62,62,Surface,Law Office,N,14,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,642.486290911057,6197.35167433941,,,,,,,,,,,2017,"710 S 9th St
Las Vegas, Nevada
(36.159724, -115.141051)"
155,,Parallel,,,5,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/21/2015 12:00:00 AM,JHillhouse,104.695587824881,,On Street parking,4,N,10HR,M-F,190,,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"800 E. Carson
Las Vegas, Nevada
(36.166584, -115.137989)"
38,38,Surface,US Upholstery,N,6,,Customers,N,,,,,,,NA,,,,,,,NA,,None,,,NO,Retail,,,,191.980145701114,2274.94453344339,,,,,,,,,,,2017,"1409 S Main St
Las Vegas, Nevada
(36.154266, -115.153891)"
216,219,Surface,Law Office - Keith Gregory & Assoc. Attourneys,N,9,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,175.175181807291,1876.02151107017,,,,,,,,,,,2017,"610 S 10th St
Las Vegas, Nevada
(36.160588, -115.139032)"
152,,Parallel,,,4,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,03/01/2017 12:00:00 AM,JHillhouse,116.635869579698,,On Street parking,4,S,10HR,M-F,166,,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"800 E. Ogden
Las Vegas, Nevada
(36.168947, -115.136506)"
87,87,Surface,Sin City Auto,N,28,,Employees & Repair vehicles,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,839.908143918347,20108.8848602528,,,,,,,,,,,2017,"111 W Wyoming Ave
Las Vegas, Nevada
(36.152298, -115.156517)"
276,280,Surface,Silver State Speed Shop,N,25,Unstriped - Approx 25 spaces,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,453.222370480732,10155.4637071096,,,,,,,,,,,2017,"1317 S Commerce St
Las Vegas, Nevada
(36.155619, -115.155148)"
379,385,Surface,All Star Donuts,N,18,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Bar/Rest,,,,523.924703131286,15864.2127534329,,,,,,,,,,,2017,"1615 S Las Vegas Blvd
Las Vegas, Nevada
(36.151951, -115.151861)"
244,247,Surface,Brown's Appliances,N,7,,,N,,,,,,,,,,,,,,N/A,,,,,NO,Retail,,,,255.287776720845,3991.69557843702,,,,,,,,,,,2017,"916 S Casino Center Blvd
Las Vegas, Nevada
(36.160755, -115.150669)"
589,596,Surface,Stratosphere,Y,356,,,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Gaming,,,,1828.23516102028,151849.291760837,,,,,,,,,,,2017,"2035 S Las Vegas Blvd
Las Vegas, Nevada
(36.147134, -115.154999)"
127,,Parallel,,,6,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,202.698983558719,,On Street parking,4,N,10HR,M-F,127,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"500 Garces
Las Vegas, Nevada
(36.162221, -115.145165)"
278,282,Surface,Small Business along Commerce,N,10,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,297.900094139026,4702.83708676653,,,,,,,,,,,2017,"30 W Imperial Ave
Las Vegas, Nevada
(36.154843, -115.154783)"
54,,Parallel,,,2,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/07/2015 12:00:00 AM,JHillhouse,45.9221008199071,,On Street parking,4,W,4HR,M-F,38,Premium Weekdays,8am-6pm,"4HR, M-F 8am-6pm",Existing,2017,"400 S. 4th
Las Vegas, Nevada
(36.165867, -115.144328)"
9,,Angle,,,14,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,340.33707965823,,On Street parking,4,W,4HR,S-S,77,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2016,"100 S. 8th
Las Vegas, Nevada
(36.167758, -115.137267)"
54,54,Surface,Business,N,9,Public Access but reserved for customers only.,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,265.671425222062,4343.35876420047,,,,,,,,,,,2017,"520 S 6th St
Las Vegas, Nevada
(36.163313, -115.1431)"
240,243,Surface,Psychic,N,2,Parking in rear for Psychic customers only,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,107.619926773581,477.615194341105,,,,,,,,,,,2017,"511 E Charleston Blvd
Las Vegas, Nevada
(36.158897, -115.146915)"
132,134,Surface,Apartments - Pine Tree,N,7,,Tenants,N,,,,,,,,,,,,,,N/A,,,,,NO,Residential,,,,236.855244744918,1904.58902654575,,,,,,,,,,,2017,"150 Hoover Ave
Las Vegas, Nevada
(36.161501, -115.150446)"
53,,Parallel,,,6,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/07/2015 12:00:00 AM,JHillhouse,202.09833952018,,On Street parking,4,E,4HR,M-F,37,Premium Weekdays,8am-6pm,"4HR, M-F 8am-6pm",Existing,2016,"400 S. 4th
Las Vegas, Nevada
(36.165867, -115.144328)"
26,,Parallel,,,5,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/07/2015 12:00:00 AM,JHillhouse,192.511611299081,,On Street parking,4,W,10HR,M-F,96,Supplemental,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"500 S. 6th
Las Vegas, Nevada
(36.163887, -115.142722)"
88,,Parallel,,,11,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,239.08458501108,,On Street parking,4,N,4HR,S-S,59,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2016,"1 Bridger
Las Vegas, Nevada
(36.169341, -115.147866)"
143,145,Surface,Main Street Station Casino,Y,758,"$10.00 oversized vehicle, 746 spaces + 12 bus",,Y,,13,,,,,Y,,Customers free with valid ID,,,5,,,,,,In House,NO,Gaming,,,,2113.69149875414,281893.5262028,,,,,,,,,,,2017,"100 Stewart Ave
Las Vegas, Nevada
(36.173508, -115.143643)"
370,376,Surface,Post Office Employees,N,48,,Employees,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Government,,,,568.105494810722,20112.9213100996,,,,,,,,,,,2017,"201 S Las Vegas Blvd
Las Vegas, Nevada
(36.167686, -115.141604)"
311,315,Surface,Las Vegas Family Clinic,N,8,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,443.950286966296,4448.53948772657,,,,,,,,,,,2017,"1311 S Casino Center Blvd
Las Vegas, Nevada
(36.155474, -115.152504)"
120,122,Surface,Law Office -  Frank J. Cremen & Paul M. Gaudet,N,12,Private,Clients & Employees,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,267.338582423685,4466.56997427123,,,,,,,,,,,2017,"715 S 4th St
Las Vegas, Nevada
(36.162188, -115.146737)"
57,,Parallel,,,4,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,76.3544237536159,,On Street parking,4,W,4HR,S-S,40,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2017,"200 S. 4th
Las Vegas, Nevada
(36.168581, -115.14256)"
131,133,Surface,Bail Bonds - Black Jack ,N,15,Unstriped,Clients & Employees,N,,,,,,,,,,,,,,N/A,,,,,NO,Retail,,,,401.757997954079,6053.88172962344,,,,,,,,,,,2017,"721 S Main St
Las Vegas, Nevada
(36.163618, -115.15127)"
262,266,Surface,Ocean Bay Seafood,N,47,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Retail,,,,969.151340700351,19536.9457875374,,,,,,,,,,,2017,"300 E Charleston Blvd
Las Vegas, Nevada
(36.158759, -115.150591)"
178,181,Surface,Office,N,4,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,143.47896007827,1043.29409985033,,,,,,,,,,,2017,"530 S 8th St
Las Vegas, Nevada
(36.162051, -115.140991)"
620,627,Garage,Molaskey Building,Y,1273,,Tennants,Y,3,,,"Per 30 minutes, No Maximum",,Monthly for tennants only,,,,,,,,NA,,,,,NO,,,08/27/2014 12:00:00 AM,JHillhouse,1395.96543578843,76292.4133193351,,,,,,,,,,,2017,"100 N. City Pkwy
Las Vegas, Nevada
(36.17425, -115.149241)"
72,,Parallel,,,5,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/14/2015 12:00:00 AM,JHillhouse,101.958341882034,,On Street parking,4,S,4HR,S-S,54,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2017,"1 Carson
Las Vegas, Nevada
(36.170526, -115.147116)"
609,616,Surf Dirt,First Friday,N,90,,,NA,,,,,,,NA,,,,,5,,NA,,,,Pete's Parking,N,Event,,,,672.779800827785,27516.0314885455,,,,,,,,,,,2017,"1128 S 3rd St
Las Vegas, Nevada
(36.157562, -115.151126)"
162,165,Surface,Western Cab,N,18,Private Fleet,Fleet Taxi's,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Other,,,,445.396919316982,10181.4165068241,,,,,,,,,,,2017,"801 S Main St
Las Vegas, Nevada
(36.163115, -115.151364)"
142,,Parallel,,,12,,,,$ 1.00 per Hour,,,,,,,,,,,,,,,,,,,,,04/07/2015 12:00:00 AM,JHillhouse,339.586250704853,,On Street parking,4,W,10HR,M-F,165,,8am-6pm,"10HR, M-F 8am-6pm",Existing,2017,"600 S. 3rd
Las Vegas, Nevada
(36.164185, -115.146874)"
248,251,Surface,Artifice,Y,36,Public Parking but no signs,,N,,,,,,,NA,,,,,5,,NA,,,,Pete's Parking,NO,Retail,,,,439.81925332486,12100.9765989674,,,,,,,,,,,2017,"1022 Casino Center Blvd
Las Vegas, Nevada
(36.159687, -115.15118)"
193,196,Surface,Good Fellas Bail Bonds,N,6,,Customers,N,,,,,,,N/A,,,,,,,N/A,,None,,,NO,Retail,,,,331.801908388008,3355.32723673812,,,,,,,,,,,2017,"513 S Main St
Las Vegas, Nevada
(36.166586, -115.14968)"
101,103,Surface,Office,N,16,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,474.515899800861,9700.81037211466,,,,,,,,,,,2017,"525 S 8th St
Las Vegas, Nevada
(36.162288, -115.140829)"
590,597,Surface,Alarmco,N,46,,Employees,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,932.414993679975,27202.3978815173,,,,,,,,,,,2017,"2007 S Las Vegas Blvd
Las Vegas, Nevada
(36.147811, -115.154531)"
494,500,Surface,820 S. 6th / Fotos,N,3,Public Access but reserved for customers only.,Customers Only,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Office,,,,376.705715440794,3741.74108329971,,,,,,,,,,,2017,"820 S 6th St
Las Vegas, Nevada
(36.159905, -115.145312)"
148,,Parallel,,,13,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,05/15/2017 12:00:00 AM,RDanser,285.780928133582,,On Street parking,4,W,4HR,S-S,19,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2017,"200 S. 3rd
Las Vegas, Nevada
(36.168393, -115.144135)"
31,,Angle,,,23,,,,$ 2.00 per Hour,,,,,,,,,,,,,,,,,,,,,01/03/2017 12:00:00 AM,JHillhouse,352.530346723455,,On Street parking,4,E,4HR,S-S,101,Premium,8am-10pm,"4HR, S-S 8am-10pm",Existing,2016,"100 S. 6th
Las Vegas, Nevada
(36.168446, -115.139713)"
414,420,Surface,Nevada Legal News,N,7,,Employees,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,190.7028515393,1254.20932420119,,,,,,,,,,,2017,"930 S 4th St
Las Vegas, Nevada
(36.15948, -115.148506)"
115,117,Surface,Office,N,6,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,236.693829557852,2084.12150456406,,,,,,,,,,,2017,"510 S 8th St
Las Vegas, Nevada
(36.162671, -115.140567)"
247,250,Surface,A - Action Adult XXX,N,5,,Customers,N,,,,,,,N/A,,,,,,,N/A,,,,N/A,NO,Retail,,,,171.249311069014,1680.83915767774,,,,,,,,,,,2017,"1016 S 1st St
Las Vegas, Nevada
(36.16029, -115.152341)"
349,353,Garage,El Cortez,Y,619,,Public Parking,Y,5,5,24,Flat weekdays for 24hrs,,,Y,,Always free for customers and hotel guests,$10 Flat rate nights and weekends for 24 hrs,,10,No special event fee- regular rates apply.,,,,El Cortez,In House,N,Gaming,,09/22/2014 12:00:00 AM,JHillhouse,1085.00702185762,56415.1323577644,,,,,,,,,,,2017,"707 E Ogden Ave
Las Vegas, Nevada
(36.169266, -115.137236)"
616,623,Surface,Llama Lot,Y,372,Llama Lot,,Y,1,5,,,30,,,,,$5 Flat nights and weekends,,5,Fee varies $5.00 -$30 depending on event.,N,,Metered,City of Las Vegas,City of Las Vegas,Y,,161,10/21/2015 12:00:00 AM,JHillhouse,1376.46101512976,116320.41605561,Private Lots-City Run,3,,,,,,,,,2016,"902 Fremont
Las Vegas, Nevada
(36.167084, -115.13566)"
376,382,Surface,Vacant Lot,N,30,"Posted No Trespassing, Ron German 215-7153",,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Other,,,,652.320632058712,23375.6255714484,,,,,,,,,,,2017,"1320 S Las Vegas Blvd
Las Vegas, Nevada
(36.154726, -115.150241)"
458,464,Garage,Law Office - Jimmerson Hansen Attourneys at Law,N,34,"388-7171, Of the 34 spaces 3 are handicapped.",Customers,N,,,,,,,N/A,,,,,,,N/A,,,,,NO,Office,,,,485.504884713677,14443.7310985723,,,,,,,,,,,2017,"415 S 6th St
Las Vegas, Nevada
(36.164734, -115.142147)"
